geometry,speaker_id,recording_id,buffer_id,time_sec,depth_ms,gt_20ms,gt_50ms,gt_100ms
O25_4_WEAK_VALLEY_VETO,s01,s0101b,s01_s0101b_raw_nemo_buffer_000038,244.14,28.0,True,False,False
O25_4_WEAK_VALLEY_VETO,s01,s0101b,s01_s0101b_raw_nemo_buffer_000051,348.316,17.481,False,False,False
O25_4_WEAK_VALLEY_VETO,s01,s0101b,s01_s0101b_raw_nemo_buffer_000051,355.284,29.353,True,False,False
O25_4_WEAK_VALLEY_VETO,s01,s0101b,s01_s0101b_raw_nemo_buffer_000057,393.716,5.093,False,False,False
O25_4_WEAK_VALLEY_VETO,s01,s0101b,s01_s0101b_raw_nemo_buffer_000063,435.496,24.0,True,False,False
O25_4_WEAK_VALLEY_VETO,s01,s0101b,s01_s0101b_raw_nemo_buffer_000067,474.208,16.0,False,False,False
O25_4_WEAK_VALLEY_VETO,s01,s0101b,s01_s0101b_raw_nemo_buffer_000071,507.304,67.014,True,True,False
O25_4_SHORT_SHALLOW_PENALTY,s01,s0101b,s01_s0101b_raw_nemo_buffer_000000,1.94,3.929,False,False,False
O25_4_SHORT_SHALLOW_PENALTY,s01,s0101b,s01_s0101b_raw_nemo_buffer_000015,94.244,1.787,False,False,False
O25_4_SHORT_SHALLOW_PENALTY,s01,s0101b,s01_s0101b_raw_nemo_buffer_000032,158.372,19.724,False,False,False
O25_4_SHORT_SHALLOW_PENALTY,s01,s0101b,s01_s0101b_raw_nemo_buffer_000038,244.14,28.0,True,False,False
O25_4_SHORT_SHALLOW_PENALTY,s01,s0101b,s01_s0101b_raw_nemo_buffer_000051,348.316,17.481,False,False,False
O25_4_SHORT_SHALLOW_PENALTY,s01,s0101b,s01_s0101b_raw_nemo_buffer_000051,355.284,29.353,True,False,False
O25_4_SHORT_SHALLOW_PENALTY,s01,s0101b,s01_s0101b_raw_nemo_buffer_000057,393.716,5.093,False,False,False
O25_4_SHORT_SHALLOW_PENALTY,s01,s0101b,s01_s0101b_raw_nemo_buffer_000063,435.496,24.0,True,False,False
O25_4_SHORT_SHALLOW_PENALTY,s01,s0101b,s01_s0101b_raw_nemo_buffer_000067,474.208,16.0,False,False,False
O25_4_SHORT_SHALLOW_PENALTY,s01,s0101b,s01_s0101b_raw_nemo_buffer_000071,507.304,67.014,True,True,False
O25_4_WAVEFORM_SILENCE_RATIO,s01,s0101b,s01_s0101b_raw_nemo_buffer_000000,1.94,3.929,False,False,False
O25_4_WAVEFORM_SILENCE_RATIO,s01,s0101b,s01_s0101b_raw_nemo_buffer_000015,94.244,1.787,False,False,False
O25_4_WAVEFORM_SILENCE_RATIO,s01,s0101b,s01_s0101b_raw_nemo_buffer_000032,158.372,19.724,False,False,False
O25_4_WAVEFORM_SILENCE_RATIO,s01,s0101b,s01_s0101b_raw_nemo_buffer_000038,244.14,28.0,True,False,False
O25_4_WAVEFORM_SILENCE_RATIO,s01,s0101b,s01_s0101b_raw_nemo_buffer_000051,348.316,17.481,False,False,False
O25_4_WAVEFORM_SILENCE_RATIO,s01,s0101b,s01_s0101b_raw_nemo_buffer_000051,355.284,29.353,True,False,False
O25_4_WAVEFORM_SILENCE_RATIO,s01,s0101b,s01_s0101b_raw_nemo_buffer_000057,393.716,5.093,False,False,False
O25_4_WAVEFORM_SILENCE_RATIO,s01,s0101b,s01_s0101b_raw_nemo_buffer_000063,435.496,24.0,True,False,False
O25_4_WAVEFORM_SILENCE_RATIO,s01,s0101b,s01_s0101b_raw_nemo_buffer_000067,474.208,16.0,False,False,False
O25_4_WAVEFORM_SILENCE_RATIO,s01,s0101b,s01_s0101b_raw_nemo_buffer_000071,507.304,67.014,True,True,False
O0_4,s01,s0101b,s01_s0101b_raw_nemo_buffer_000015,94.264,21.787,True,False,False
O0_4,s01,s0101b,s01_s0101b_raw_nemo_buffer_000032,158.356,3.724,False,False,False
O0_4,s01,s0101b,s01_s0101b_raw_nemo_buffer_000038,244.14,28.0,True,False,False
O0_4,s01,s0101b,s01_s0101b_raw_nemo_buffer_000051,348.328,29.481,True,False,False
O0_4,s01,s0101b,s01_s0101b_raw_nemo_buffer_000051,355.3,13.353,False,False,False
O0_4,s01,s0101b,s01_s0101b_raw_nemo_buffer_000057,393.72,9.093,False,False,False
O0_4,s01,s0101b,s01_s0101b_raw_nemo_buffer_000063,435.488,16.0,False,False,False
O0_4,s01,s0101b,s01_s0101b_raw_nemo_buffer_000067,474.224,32.0,True,False,False
O0_4,s01,s0101b,s01_s0101b_raw_nemo_buffer_000071,507.324,47.014,True,False,False
O0_2,s01,s0101b,s01_s0101b_raw_nemo_buffer_000015,94.266,23.787,True,False,False
O0_2,s01,s0101b,s01_s0101b_raw_nemo_buffer_000032,158.354,1.724,False,False,False
O0_2,s01,s0101b,s01_s0101b_raw_nemo_buffer_000038,244.14,28.0,True,False,False
O0_2,s01,s0101b,s01_s0101b_raw_nemo_buffer_000051,348.328,29.481,True,False,False
O0_2,s01,s0101b,s01_s0101b_raw_nemo_buffer_000051,355.302,11.353,False,False,False
O0_2,s01,s0101b,s01_s0101b_raw_nemo_buffer_000057,393.718,7.093,False,False,False
O0_2,s01,s0101b,s01_s0101b_raw_nemo_buffer_000063,435.488,16.0,False,False,False
O0_2,s01,s0101b,s01_s0101b_raw_nemo_buffer_000067,474.222,30.0,True,False,False
O0_2,s01,s0101b,s01_s0101b_raw_nemo_buffer_000071,507.324,47.014,True,False,False
A_O50_8,s02,s0201b,s02_s0201b_raw_nemo_buffer_000017,219.84,7.112,False,False,False
A_O50_8,s02,s0201b,s02_s0201b_raw_nemo_buffer_000021,248.16,3.284,False,False,False
O25_4_CURRENT,s02,s0201b,s02_s0201b_raw_nemo_buffer_000017,219.836,3.112,False,False,False
O25_4_CURRENT,s02,s0201b,s02_s0201b_raw_nemo_buffer_000021,248.164,7.284,False,False,False
O25_4_WEAK_VALLEY_VETO,s02,s0201b,s02_s0201b_raw_nemo_buffer_000017,219.836,3.112,False,False,False
O25_4_WEAK_VALLEY_VETO,s02,s0201b,s02_s0201b_raw_nemo_buffer_000021,248.164,7.284,False,False,False
O25_4_SHORT_SHALLOW_PENALTY,s02,s0201b,s02_s0201b_raw_nemo_buffer_000017,219.836,3.112,False,False,False
O25_4_SHORT_SHALLOW_PENALTY,s02,s0201b,s02_s0201b_raw_nemo_buffer_000021,248.164,7.284,False,False,False
O25_4_WAVEFORM_SILENCE_RATIO,s02,s0201b,s02_s0201b_raw_nemo_buffer_000017,219.836,3.112,False,False,False
O25_4_WAVEFORM_SILENCE_RATIO,s02,s0201b,s02_s0201b_raw_nemo_buffer_000021,248.164,7.284,False,False,False
O0_4,s02,s0201b,s02_s0201b_raw_nemo_buffer_000021,242.2,30.934,True,False,False
O0_2,s02,s0201b,s02_s0201b_raw_nemo_buffer_000017,219.842,9.112,False,False,False
O0_2,s02,s0201b,s02_s0201b_raw_nemo_buffer_000021,242.202,32.934,True,False,False
A_O50_8,s03,s0301a,s03_s0301a_raw_nemo_buffer_000002,57.8,51.0,True,True,False
A_O50_8,s03,s0301a,s03_s0301a_raw_nemo_buffer_000003,81.848,15.0,False,False,False
A_O50_8,s03,s0301a,s03_s0301a_raw_nemo_buffer_000003,91.44,53.0,True,True,False
A_O50_8,s03,s0301a,s03_s0301a_raw_nemo_buffer_000007,120.864,46.0,True,False,False
A_O50_8,s03,s0301a,s03_s0301a_raw_nemo_buffer_000009,135.816,56.0,True,True,False
A_O50_8,s03,s0301a,s03_s0301a_raw_nemo_buffer_000013,156.072,25.09,True,False,False
A_O50_8,s03,s0301a,s03_s0301a_raw_nemo_buffer_000016,167.016,68.0,True,True,False
A_O50_8,s03,s0301a,s03_s0301a_raw_nemo_buffer_000018,219.688,24.0,True,False,False
A_O50_8,s03,s0301a,s03_s0301a_raw_nemo_buffer_000023,285.952,42.0,True,False,False
O25_4_CURRENT,s03,s0301a,s03_s0301a_raw_nemo_buffer_000002,57.808,55.0,True,True,False
O25_4_CURRENT,s03,s0301a,s03_s0301a_raw_nemo_buffer_000009,135.764,4.0,False,False,False
O25_4_CURRENT,s03,s0301a,s03_s0301a_raw_nemo_buffer_000016,167.044,73.0,True,True,False
O25_4_CURRENT,s03,s0301a,s03_s0301a_raw_nemo_buffer_000018,219.672,8.0,False,False,False
O25_4_CURRENT,s03,s0301a,s03_s0301a_raw_nemo_buffer_000023,285.956,38.0,True,False,False
O25_4_WEAK_VALLEY_VETO,s03,s0301a,s03_s0301a_raw_nemo_buffer_000002,57.808,55.0,True,True,False
O25_4_WEAK_VALLEY_VETO,s03,s0301a,s03_s0301a_raw_nemo_buffer_000009,135.764,4.0,False,False,False
O25_4_WEAK_VALLEY_VETO,s03,s0301a,s03_s0301a_raw_nemo_buffer_000016,167.044,73.0,True,True,False
O25_4_WEAK_VALLEY_VETO,s03,s0301a,s03_s0301a_raw_nemo_buffer_000018,219.672,8.0,False,False,False
O25_4_WEAK_VALLEY_VETO,s03,s0301a,s03_s0301a_raw_nemo_buffer_000023,285.956,38.0,True,False,False
O25_4_SHORT_SHALLOW_PENALTY,s03,s0301a,s03_s0301a_raw_nemo_buffer_000002,57.808,55.0,True,True,False
O25_4_SHORT_SHALLOW_PENALTY,s03,s0301a,s03_s0301a_raw_nemo_buffer_000009,135.764,4.0,False,False,False
O25_4_SHORT_SHALLOW_PENALTY,s03,s0301a,s03_s0301a_raw_nemo_buffer_000016,167.044,73.0,True,True,False
O25_4_SHORT_SHALLOW_PENALTY,s03,s0301a,s03_s0301a_raw_nemo_buffer_000018,219.672,8.0,False,False,False
O25_4_SHORT_SHALLOW_PENALTY,s03,s0301a,s03_s0301a_raw_nemo_buffer_000023,285.956,38.0,True,False,False
O25_4_WAVEFORM_SILENCE_RATIO,s03,s0301a,s03_s0301a_raw_nemo_buffer_000002,57.808,55.0,True,True,False
O25_4_WAVEFORM_SILENCE_RATIO,s03,s0301a,s03_s0301a_raw_nemo_buffer_000016,167.044,73.0,True,True,False
O25_4_WAVEFORM_SILENCE_RATIO,s03,s0301a,s03_s0301a_raw_nemo_buffer_000018,219.672,8.0,False,False,False
O25_4_WAVEFORM_SILENCE_RATIO,s03,s0301a,s03_s0301a_raw_nemo_buffer_000023,285.956,38.0,True,False,False
O0_4,s03,s0301a,s03_s0301a_raw_nemo_buffer_000009,135.764,4.0,False,False,False
O0_4,s03,s0301a,s03_s0301a_raw_nemo_buffer_000018,219.668,4.0,False,False,False
O0_4,s03,s0301a,s03_s0301a_raw_nemo_buffer_000023,285.948,42.122,True,False,False
O0_2,s03,s0301a,s03_s0301a_raw_nemo_buffer_000009,135.764,4.0,False,False,False
O0_2,s03,s0301a,s03_s0301a_raw_nemo_buffer_000018,219.666,2.0,False,False,False
O0_2,s03,s0301a,s03_s0301a_raw_nemo_buffer_000023,285.948,42.122,True,False,False
A_O50_8,s04,s0401b,s04_s0401b_raw_nemo_buffer_000026,89.32,23.125,True,False,False
A_O50_8,s04,s0401b,s04_s0401b_raw_nemo_buffer_000035,137.944,8.0,False,False,False
A_O50_8,s04,s0401b,s04_s0401b_raw_nemo_buffer_000040,163.512,27.125,True,False,False
A_O50_8,s04,s0401b,s04_s0401b_raw_nemo_buffer_000071,275.792,41.125,True,False,False
A_O50_8,s04,s0401b,s04_s0401b_raw_nemo_buffer_000073,285.24,18.093,False,False,False
A_O50_8,s04,s0401b,s04_s0401b_raw_nemo_buffer_000116,452.672,63.875,True,True,False
O25_4_CURRENT,s04,s0401b,s04_s0401b_raw_nemo_buffer_000026,89.316,27.125,True,False,False
O25_4_CURRENT,s04,s0401b,s04_s0401b_raw_nemo_buffer_000035,137.94,4.0,False,False,False
O25_4_CURRENT,s04,s0401b,s04_s0401b_raw_nemo_buffer_000040,163.504,32.0,True,False,False
O25_4_CURRENT,s04,s0401b,s04_s0401b_raw_nemo_buffer_000071,275.8,33.125,True,False,False
O25_4_CURRENT,s04,s0401b,s04_s0401b_raw_nemo_buffer_000116,452.676,63.125,True,True,False
O25_4_WEAK_VALLEY_VETO,s04,s0401b,s04_s0401b_raw_nemo_buffer_000026,89.316,27.125,True,False,False
O25_4_WEAK_VALLEY_VETO,s04,s0401b,s04_s0401b_raw_nemo_buffer_000035,137.94,4.0,False,False,False
O25_4_WEAK_VALLEY_VETO,s04,s0401b,s04_s0401b_raw_nemo_buffer_000040,163.504,32.0,True,False,False
O25_4_WEAK_VALLEY_VETO,s04,s0401b,s04_s0401b_raw_nemo_buffer_000071,275.8,33.125,True,False,False
O25_4_WEAK_VALLEY_VETO,s04,s0401b,s04_s0401b_raw_nemo_buffer_000116,452.676,63.125,True,True,False
O25_4_SHORT_SHALLOW_PENALTY,s04,s0401b,s04_s0401b_raw_nemo_buffer_000026,89.316,27.125,True,False,False
O25_4_SHORT_SHALLOW_PENALTY,s04,s0401b,s04_s0401b_raw_nemo_buffer_000035,137.94,4.0,False,False,False
O25_4_SHORT_SHALLOW_PENALTY,s04,s0401b,s04_s0401b_raw_nemo_buffer_000040,163.504,32.0,True,False,False
O25_4_SHORT_SHALLOW_PENALTY,s04,s0401b,s04_s0401b_raw_nemo_buffer_000071,275.8,33.125,True,False,False
O25_4_SHORT_SHALLOW_PENALTY,s04,s0401b,s04_s0401b_raw_nemo_buffer_000116,452.676,63.125,True,True,False
O25_4_WAVEFORM_SILENCE_RATIO,s04,s0401b,s04_s0401b_raw_nemo_buffer_000026,89.316,27.125,True,False,False
O25_4_WAVEFORM_SILENCE_RATIO,s04,s0401b,s04_s0401b_raw_nemo_buffer_000035,137.94,4.0,False,False,False
O25_4_WAVEFORM_SILENCE_RATIO,s04,s0401b,s04_s0401b_raw_nemo_buffer_000040,163.504,32.0,True,False,False
O25_4_WAVEFORM_SILENCE_RATIO,s04,s0401b,s04_s0401b_raw_nemo_buffer_000071,275.8,33.125,True,False,False
O25_4_WAVEFORM_SILENCE_RATIO,s04,s0401b,s04_s0401b_raw_nemo_buffer_000116,452.676,63.125,True,True,False
O0_4,s04,s0401b,s04_s0401b_raw_nemo_buffer_000026,89.268,4.0,False,False,False
O0_4,s04,s0401b,s04_s0401b_raw_nemo_buffer_000035,137.94,4.0,False,False,False
O0_4,s04,s0401b,s04_s0401b_raw_nemo_buffer_000040,163.508,31.125,True,False,False
O0_4,s04,s0401b,s04_s0401b_raw_nemo_buffer_000116,452.676,63.125,True,True,False
O0_2,s04,s0401b,s04_s0401b_raw_nemo_buffer_000026,89.318,25.125,True,False,False
O0_2,s04,s0401b,s04_s0401b_raw_nemo_buffer_000035,137.94,4.0,False,False,False
O0_2,s04,s0401b,s04_s0401b_raw_nemo_buffer_000040,163.51,29.125,True,False,False
O0_2,s04,s0401b,s04_s0401b_raw_nemo_buffer_000071,275.8,33.125,True,False,False
O0_2,s04,s0401b,s04_s0401b_raw_nemo_buffer_000116,452.674,65.125,True,True,False
O0_2,s04,s0401b,s04_s0401b_raw_nemo_buffer_000136,509.614,15.875,False,False,False
A_O50_8,s06,s0601a,s06_s0601a_raw_nemo_buffer_000001,87.352,56.017,True,True,False
A_O50_8,s06,s0601a,s06_s0601a_raw_nemo_buffer_000033,239.064,8.0,False,False,False
A_O50_8,s06,s0601a,s06_s0601a_raw_nemo_buffer_000038,267.896,35.149,True,False,False
A_O50_8,s06,s0601a,s06_s0601a_raw_nemo_buffer_000039,272.856,14.426,False,False,False
A_O50_8,s06,s0601a,s06_s0601a_raw_nemo_buffer_000041,286.96,32.0,True,False,False
A_O50_8,s06,s0601a,s06_s0601a_raw_nemo_buffer_000043,293.192,3.755,False,False,False
A_O50_8,s06,s0601a,s06_s0601a_raw_nemo_buffer_000043,296.264,8.0,False,False,False
A_O50_8,s06,s0601a,s06_s0601a_raw_nemo_buffer_000056,379.784,40.0,True,False,False
A_O50_8,s06,s0601a,s06_s0601a_raw_nemo_buffer_000058,391.088,42.179,True,False,False
A_O50_8,s06,s0601a,s06_s0601a_raw_nemo_buffer_000067,450.624,32.638,True,False,False
A_O50_8,s06,s0601a,s06_s0601a_raw_nemo_buffer_000068,457.624,19.499,False,False,False
A_O50_8,s06,s0601a,s06_s0601a_raw_nemo_buffer_000070,477.4,8.0,False,False,False
A_O50_8,s06,s0601a,s06_s0601a_raw_nemo_buffer_000078,536.408,8.0,False,False,False
A_O50_8,s06,s0601a,s06_s0601a_raw_nemo_buffer_000082,574.104,47.749,True,False,False
A_O50_8,s06,s0601a,s06_s0601a_raw_nemo_buffer_000084,584.912,13.927,False,False,False
A_O50_8,s06,s0601a,s06_s0601a_raw_nemo_buffer_000084,589.944,24.0,True,False,False
A_O50_8,s06,s0601a,s06_s0601a_raw_nemo_buffer_000085,591.104,16.0,False,False,False
O25_4_CURRENT,s06,s0601a,s06_s0601a_raw_nemo_buffer_000001,87.356,52.017,True,True,False
O25_4_CURRENT,s06,s0601a,s06_s0601a_raw_nemo_buffer_000033,239.064,8.0,False,False,False
O25_4_CURRENT,s06,s0601a,s06_s0601a_raw_nemo_buffer_000038,267.908,47.149,True,False,False
O25_4_CURRENT,s06,s0601a,s06_s0601a_raw_nemo_buffer_000039,272.856,14.426,False,False,False
O25_4_CURRENT,s06,s0601a,s06_s0601a_raw_nemo_buffer_000041,286.988,4.0,False,False,False
O25_4_CURRENT,s06,s0601a,s06_s0601a_raw_nemo_buffer_000043,296.256,16.0,False,False,False
O25_4_CURRENT,s06,s0601a,s06_s0601a_raw_nemo_buffer_000056,379.796,28.0,True,False,False
O25_4_CURRENT,s06,s0601a,s06_s0601a_raw_nemo_buffer_000058,391.08,34.179,True,False,False
O25_4_CURRENT,s06,s0601a,s06_s0601a_raw_nemo_buffer_000067,450.62,28.638,True,False,False
O25_4_CURRENT,s06,s0601a,s06_s0601a_raw_nemo_buffer_000068,457.62,15.499,False,False,False
O25_4_CURRENT,s06,s0601a,s06_s0601a_raw_nemo_buffer_000070,477.396,4.0,False,False,False
O25_4_CURRENT,s06,s0601a,s06_s0601a_raw_nemo_buffer_000078,536.428,0.868,False,False,False
O25_4_CURRENT,s06,s0601a,s06_s0601a_raw_nemo_buffer_000084,589.956,12.0,False,False,False
O25_4_CURRENT,s06,s0601a,s06_s0601a_raw_nemo_buffer_000085,591.104,16.0,False,False,False
O25_4_WEAK_VALLEY_VETO,s06,s0601a,s06_s0601a_raw_nemo_buffer_000001,87.356,52.017,True,True,False
O25_4_WEAK_VALLEY_VETO,s06,s0601a,s06_s0601a_raw_nemo_buffer_000033,239.064,8.0,False,False,False
O25_4_WEAK_VALLEY_VETO,s06,s0601a,s06_s0601a_raw_nemo_buffer_000038,267.908,47.149,True,False,False
O25_4_WEAK_VALLEY_VETO,s06,s0601a,s06_s0601a_raw_nemo_buffer_000039,272.856,14.426,False,False,False
O25_4_WEAK_VALLEY_VETO,s06,s0601a,s06_s0601a_raw_nemo_buffer_000041,286.988,4.0,False,False,False
O25_4_WEAK_VALLEY_VETO,s06,s0601a,s06_s0601a_raw_nemo_buffer_000043,296.256,16.0,False,False,False
O25_4_WEAK_VALLEY_VETO,s06,s0601a,s06_s0601a_raw_nemo_buffer_000056,379.796,28.0,True,False,False
O25_4_WEAK_VALLEY_VETO,s06,s0601a,s06_s0601a_raw_nemo_buffer_000058,391.08,34.179,True,False,False
O25_4_WEAK_VALLEY_VETO,s06,s0601a,s06_s0601a_raw_nemo_buffer_000067,450.62,28.638,True,False,False
O25_4_WEAK_VALLEY_VETO,s06,s0601a,s06_s0601a_raw_nemo_buffer_000068,457.62,15.499,False,False,False
O25_4_WEAK_VALLEY_VETO,s06,s0601a,s06_s0601a_raw_nemo_buffer_000070,477.396,4.0,False,False,False
O25_4_WEAK_VALLEY_VETO,s06,s0601a,s06_s0601a_raw_nemo_buffer_000078,536.428,0.868,False,False,False
O25_4_WEAK_VALLEY_VETO,s06,s0601a,s06_s0601a_raw_nemo_buffer_000084,589.956,12.0,False,False,False
O25_4_WEAK_VALLEY_VETO,s06,s0601a,s06_s0601a_raw_nemo_buffer_000085,591.104,16.0,False,False,False
O25_4_SHORT_SHALLOW_PENALTY,s06,s0601a,s06_s0601a_raw_nemo_buffer_000001,87.356,52.017,True,True,False
O25_4_SHORT_SHALLOW_PENALTY,s06,s0601a,s06_s0601a_raw_nemo_buffer_000033,239.064,8.0,False,False,False
O25_4_SHORT_SHALLOW_PENALTY,s06,s0601a,s06_s0601a_raw_nemo_buffer_000038,267.908,47.149,True,False,False
O25_4_SHORT_SHALLOW_PENALTY,s06,s0601a,s06_s0601a_raw_nemo_buffer_000039,272.856,14.426,False,False,False
O25_4_SHORT_SHALLOW_PENALTY,s06,s0601a,s06_s0601a_raw_nemo_buffer_000041,286.988,4.0,False,False,False
O25_4_SHORT_SHALLOW_PENALTY,s06,s0601a,s06_s0601a_raw_nemo_buffer_000043,296.256,16.0,False,False,False
O25_4_SHORT_SHALLOW_PENALTY,s06,s0601a,s06_s0601a_raw_nemo_buffer_000056,379.796,28.0,True,False,False
O25_4_SHORT_SHALLOW_PENALTY,s06,s0601a,s06_s0601a_raw_nemo_buffer_000058,391.08,34.179,True,False,False
O25_4_SHORT_SHALLOW_PENALTY,s06,s0601a,s06_s0601a_raw_nemo_buffer_000067,450.62,28.638,True,False,False
O25_4_SHORT_SHALLOW_PENALTY,s06,s0601a,s06_s0601a_raw_nemo_buffer_000068,457.62,15.499,False,False,False
O25_4_SHORT_SHALLOW_PENALTY,s06,s0601a,s06_s0601a_raw_nemo_buffer_000070,477.396,4.0,False,False,False
O25_4_SHORT_SHALLOW_PENALTY,s06,s0601a,s06_s0601a_raw_nemo_buffer_000078,536.428,0.868,False,False,False
O25_4_SHORT_SHALLOW_PENALTY,s06,s0601a,s06_s0601a_raw_nemo_buffer_000084,589.956,12.0,False,False,False
O25_4_SHORT_SHALLOW_PENALTY,s06,s0601a,s06_s0601a_raw_nemo_buffer_000085,591.104,16.0,False,False,False
O25_4_WAVEFORM_SILENCE_RATIO,s06,s0601a,s06_s0601a_raw_nemo_buffer_000001,87.356,52.017,True,True,False
O25_4_WAVEFORM_SILENCE_RATIO,s06,s0601a,s06_s0601a_raw_nemo_buffer_000033,239.064,8.0,False,False,False
O25_4_WAVEFORM_SILENCE_RATIO,s06,s0601a,s06_s0601a_raw_nemo_buffer_000038,267.908,47.149,True,False,False
O25_4_WAVEFORM_SILENCE_RATIO,s06,s0601a,s06_s0601a_raw_nemo_buffer_000039,272.856,14.426,False,False,False
O25_4_WAVEFORM_SILENCE_RATIO,s06,s0601a,s06_s0601a_raw_nemo_buffer_000041,286.988,4.0,False,False,False
O25_4_WAVEFORM_SILENCE_RATIO,s06,s0601a,s06_s0601a_raw_nemo_buffer_000043,296.256,16.0,False,False,False
O25_4_WAVEFORM_SILENCE_RATIO,s06,s0601a,s06_s0601a_raw_nemo_buffer_000056,379.796,28.0,True,False,False
O25_4_WAVEFORM_SILENCE_RATIO,s06,s0601a,s06_s0601a_raw_nemo_buffer_000058,391.08,34.179,True,False,False
O25_4_WAVEFORM_SILENCE_RATIO,s06,s0601a,s06_s0601a_raw_nemo_buffer_000067,450.62,28.638,True,False,False
O25_4_WAVEFORM_SILENCE_RATIO,s06,s0601a,s06_s0601a_raw_nemo_buffer_000068,457.62,15.499,False,False,False
O25_4_WAVEFORM_SILENCE_RATIO,s06,s0601a,s06_s0601a_raw_nemo_buffer_000070,477.396,4.0,False,False,False
O25_4_WAVEFORM_SILENCE_RATIO,s06,s0601a,s06_s0601a_raw_nemo_buffer_000078,536.428,0.868,False,False,False
O25_4_WAVEFORM_SILENCE_RATIO,s06,s0601a,s06_s0601a_raw_nemo_buffer_000084,589.956,12.0,False,False,False
O25_4_WAVEFORM_SILENCE_RATIO,s06,s0601a,s06_s0601a_raw_nemo_buffer_000085,591.104,16.0,False,False,False
O0_4,s06,s0601a,s06_s0601a_raw_nemo_buffer_000033,239.06,4.0,False,False,False
O0_4,s06,s0601a,s06_s0601a_raw_nemo_buffer_000038,267.9,39.149,True,False,False
O0_4,s06,s0601a,s06_s0601a_raw_nemo_buffer_000041,286.968,24.0,True,False,False
O0_4,s06,s0601a,s06_s0601a_raw_nemo_buffer_000043,296.264,8.0,False,False,False
O0_4,s06,s0601a,s06_s0601a_raw_nemo_buffer_000056,379.812,12.0,False,False,False
O0_4,s06,s0601a,s06_s0601a_raw_nemo_buffer_000058,391.088,42.179,True,False,False
O0_4,s06,s0601a,s06_s0601a_raw_nemo_buffer_000067,450.624,32.638,True,False,False
O0_4,s06,s0601a,s06_s0601a_raw_nemo_buffer_000070,477.396,4.0,False,False,False
O0_4,s06,s0601a,s06_s0601a_raw_nemo_buffer_000078,536.452,24.868,True,False,False
O0_4,s06,s0601a,s06_s0601a_raw_nemo_buffer_000084,584.912,13.927,False,False,False
O0_4,s06,s0601a,s06_s0601a_raw_nemo_buffer_000084,589.964,4.0,False,False,False
O0_4,s06,s0601a,s06_s0601a_raw_nemo_buffer_000085,591.108,20.0,False,False,False
O0_2,s06,s0601a,s06_s0601a_raw_nemo_buffer_000033,239.06,4.0,False,False,False
