schema_id,label_schema_id,speaker_id,recording_id,buffer_id,cutpoint_id,candidate_id,time_sec,original_score,detector_name,source_id,interval_start_sec,interval_end_sec,center_rms,rms_percentile,rms_valley_depth,rms_valley_width,left_rms,right_rms,rms_asymmetry,zcr_40ms,zcr_80ms,abs_amplitude_p90,short_window_energy_variance,spectral_flatness,high_frequency_energy_fraction,vad_mean_64ms,low_vad_run_width,y_inside,y_gt20ms,y_gt50ms,state_inside,state_gt20ms,state_gt50ms,geometry_fingerprint,feature_bundle_id
o0_4_boundary_features_v1,phase10b_training_labels_v1,s01,s0101b,s01_s0101b_raw_nemo_buffer_000010,s01_s0101b_raw_nemo_buffer_000010-vad_percentile_rms-0000-0000-44384,s0101b:s01_s0101b_raw_nemo_buffer_000010-vad_percentile_rms-0000-0000-44384,44.384,1.592387,vad_percentile_rms,source_s0101b,44.324,44.404,-59.84812688278588,10.471698113207546,20.013233269523163,55.999999999997385,-60.3133146583062,-51.45105908425246,-8.862255574053734,600.9389671361503,512.900703674746,0.005035400390625,3.3121334970911715e-10,0.009092364139210439,0.004434066464144806,0.0973875343799591,68.00000000000495,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,f4e25b65b86544658696408456f7f838
o0_4_boundary_features_v1,phase10b_training_labels_v1,s01,s0101b,s01_s0101b_raw_nemo_buffer_000010,s01_s0101b_raw_nemo_buffer_000010-vad_percentile_rms-0000-0001-46440,s0101b:s01_s0101b_raw_nemo_buffer_000010-vad_percentile_rms-0000-0001-46440,46.44,1.577339,vad_percentile_rms,source_s0101b,46.372,46.54,-60.54252269948517,7.0754716981132075,13.031087033724376,256.0000000000002,-60.492058455595,-60.15836299675508,-0.33369545883991947,676.056338028169,663.0179827990618,0.001495361328125,1.8949549327993175e-13,0.008323613800214026,0.004343780584023336,0.05219525843858719,140.00000000000057,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,f4e25b65b86544658696408456f7f838
o0_4_boundary_features_v1,phase10b_training_labels_v1,s01,s0101b,s01_s0101b_raw_nemo_buffer_000010,s01_s0101b_raw_nemo_buffer_000010-vad_percentile_rms-0000-0002-51492,s0101b:s01_s0101b_raw_nemo_buffer_000010-vad_percentile_rms-0000-0002-51492,51.492,1.525693,vad_percentile_rms,source_s0101b,51.444,51.54,-61.280518812654236,3.8679245283018866,14.00045092550711,199.99999999999574,-61.32335309564653,-60.9741233840022,-0.3492297116443339,600.9389671361503,938.2329945269743,0.001495361328125,4.5534005684970386e-14,0.01212206427643435,0.003932002921464438,0.13418891467154026,67.99999999999784,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,f4e25b65b86544658696408456f7f838
o0_4_boundary_features_v1,phase10b_training_labels_v1,s01,s0101b,s01_s0101b_raw_nemo_buffer_000010,s01_s0101b_raw_nemo_buffer_000010-vad_percentile_rms-0000-0003-52768,s0101b:s01_s0101b_raw_nemo_buffer_000010-vad_percentile_rms-0000-0003-52768,52.768,1.55064,vad_percentile_rms,source_s0101b,52.716,52.796,-61.496932596224354,3.207547169811321,9.070266635296392,167.99999999999926,-61.59246422179672,-59.124701650731616,-2.4677625710651014,676.056338028169,788.1157154026583,0.00140380859375,6.988484548518251e-13,0.015965830092846,0.00857279583544848,0.1603789250055949,51.9999999999996,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,f4e25b65b86544658696408456f7f838
o0_4_boundary_features_v1,phase10b_training_labels_v1,s01,s0101b,s01_s0101b_raw_nemo_buffer_000011,s01_s0101b_raw_nemo_buffer_000011-vad_percentile_rms-0000-0000-53120,s0101b:s01_s0101b_raw_nemo_buffer_000011-vad_percentile_rms-0000-0000-53120,53.12,1.547825,vad_percentile_rms,source_s0101b,53.092,53.184,-61.27152155261841,2.6041666666666665,12.948812501907696,71.99999999999562,-61.221046200586116,-61.50626963485397,0.2852234342678557,556.5217391304349,607.8212290502793,0.001312255859375,6.796746211635768e-15,0.010832276018170021,0.004357298259599823,0.0969998041788737,67.99999999999784,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,f4e25b65b86544658696408456f7f838
o0_4_boundary_features_v1,phase10b_training_labels_v1,s01,s0101b,s01_s0101b_raw_nemo_buffer_000011,s01_s0101b_raw_nemo_buffer_000011-vad_percentile_rms-0000-0001-56172,s0101b:s01_s0101b_raw_nemo_buffer_000011-vad_percentile_rms-0000-0001-56172,56.172,1.481832,vad_percentile_rms,source_s0101b,56.108,56.188,-60.64314704373464,6.770833333333333,4.6103023013442055,118.99999999999977,-60.6311487715417,-61.41160591071923,0.7804571391775283,1086.1618798955612,1388.335704125178,0.001495361328125,7.80839396810065e-15,0.025554504591567117,0.005367334486606625,0.15034110678566825,43.99999999999693,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,f4e25b65b86544658696408456f7f838
o0_4_boundary_features_v1,phase10b_training_labels_v1,s01,s0101b,s01_s0101b_raw_nemo_buffer_000012,s01_s0101b_raw_nemo_buffer_000012-vad_percentile_rms-0000-0000-56528,s0101b:s01_s0101b_raw_nemo_buffer_000012-vad_percentile_rms-0000-0000-56528,56.528,1.580283,vad_percentile_rms,source_s0101b,56.484,56.58,-61.218739068107354,4.62962962962963,7.898587992412338,72.00000000000273,-61.14382487927466,-60.61033327342574,-0.5334916058489227,651.0172143974961,722.8496959165942,0.001434326171875,9.27932961157985e-15,0.012386467460059256,0.005930292516200759,0.03933904506266117,76.00000000000051,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,f4e25b65b86544658696408456f7f838
o0_4_boundary_features_v1,phase10b_training_labels_v1,s01,s0101b,s01_s0101b_raw_nemo_buffer_000012,s01_s0101b_raw_nemo_buffer_000012-vad_percentile_rms-0000-0001-60376,s0101b:s01_s0101b_raw_nemo_buffer_000012-vad_percentile_rms-0000-0001-60376,60.376,1.434976,vad_percentile_rms,source_s0101b,60.356,60.408,-56.82062718968392,19.444444444444443,11.33208803407485,288.0000000000038,-59.061970696172445,-58.53329550932358,-0.528675186848865,726.1345852895148,950.742767787334,0.00189208984375,3.6123161647989964e-13,0.0075223725429040475,0.0023088554662225886,0.2634308487176895,24.00000000000091,0,0,0,safe,safe,safe,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,f4e25b65b86544658696408456f7f838
o0_4_boundary_features_v1,phase10b_training_labels_v1,s01,s0101b,s01_s0101b_raw_nemo_buffer_000012,s01_s0101b_raw_nemo_buffer_000012-vad_percentile_rms-0000-0002-61664,s0101b:s01_s0101b_raw_nemo_buffer_000012-vad_percentile_rms-0000-0002-61664,61.664,1.557024,vad_percentile_rms,source_s0101b,61.608,61.692,-61.96432475517784,1.5432098765432098,5.2981325779402795,103.00000000000153,-61.29249045410133,-61.557550394888636,0.2650599407873031,640.0,607.8212290502793,0.001312255859375,5.489683956982215e-15,0.011791718613827338,0.005255605851096856,0.09864090518517928,55.999999999997385,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,f4e25b65b86544658696408456f7f838
o0_4_boundary_features_v1,phase10b_training_labels_v1,s01,s0101b,s01_s0101b_raw_nemo_buffer_000013,s01_s0101b_raw_nemo_buffer_000013-vad_percentile_rms-0000-0000-88756,s0101b:s01_s0101b_raw_nemo_buffer_000013-vad_percentile_rms-0000-0000-88756,88.756,1.542012,vad_percentile_rms,source_s0101b,88.624,88.772,-57.7569131736711,29.098360655737704,10.532337273940321,135.99999999999568,-60.26327923265732,-52.932233165355626,-7.331046067301692,325.50860719874805,500.3909304143863,0.003662109375,2.0236526498715502e-11,0.005159829841865939,0.002843201450370437,0.04395631514489651,187.99999999998818,1,1,1,bad,bad,bad,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,f4e25b65b86544658696408456f7f838
o0_4_boundary_features_v1,phase10b_training_labels_v1,s01,s0101b,s01_s0101b_raw_nemo_buffer_000013,s01_s0101b_raw_nemo_buffer_000013-vad_percentile_rms-0000-0001-89404,s0101b:s01_s0101b_raw_nemo_buffer_000013-vad_percentile_rms-0000-0001-89404,89.404,1.596345,vad_percentile_rms,source_s0101b,89.324,89.436,-60.82990060848468,12.704918032786885,10.055918260233291,174.99999999999716,-61.508760334657175,-60.861971425329756,-0.6467889093274195,550.8607198748043,583.9416058394161,0.001312255859375,9.05472012051573e-15,0.010276184766722821,0.005128674558417224,0.07637065878281227,52.00000000000671,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,f4e25b65b86544658696408456f7f838
o0_4_boundary_features_v1,phase10b_training_labels_v1,s01,s0101b,s01_s0101b_raw_nemo_buffer_000014,s01_s0101b_raw_nemo_buffer_000014-vad_percentile_rms-0000-0000-89756,s0101b:s01_s0101b_raw_nemo_buffer_000014-vad_percentile_rms-0000-0000-89756,89.756,1.613591,vad_percentile_rms,source_s0101b,89.732,89.824,-61.20852011328267,9.953703703703704,16.418421044608138,72.00000000000273,-61.02024151883096,-61.31932473981193,0.2990832209809753,657.5342465753424,731.6486161251505,0.00140380859375,1.5244707080898378e-15,0.010659213138789704,0.0050994523878937145,0.006441850553859364,72.00000000000273,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,f4e25b65b86544658696408456f7f838
o0_4_boundary_features_v1,phase10b_training_labels_v1,s01,s0101b,s01_s0101b_raw_nemo_buffer_000014,s01_s0101b_raw_nemo_buffer_000014-vad_percentile_rms-0000-0001-92716,s0101b:s01_s0101b_raw_nemo_buffer_000014-vad_percentile_rms-0000-0001-92716,92.716,1.574194,vad_percentile_rms,source_s0101b,92.648,92.744,-61.72246475629573,4.166666666666667,12.075598665576102,168.00000000000637,-61.38134555666627,-57.32872429943836,-4.052621257227905,525.8215962441315,512.900703674746,0.00262451171875,3.1364486169831334e-11,0.00986700081073025,0.005799122741250101,0.10038764961063862,75.9999999999934,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,f4e25b65b86544658696408456f7f838
o0_4_boundary_features_v1,phase10b_training_labels_v1,s01,s0101b,s01_s0101b_raw_nemo_buffer_000014,s01_s0101b_raw_nemo_buffer_000014-vad_percentile_rms-0000-0002-93148,s0101b:s01_s0101b_raw_nemo_buffer_000014-vad_percentile_rms-0000-0002-93148,93.148,1.54067,vad_percentile_rms,source_s0101b,93.108,93.196,-60.277711633538026,18.51851851851852,11.548548514611007,151.9999999999868,-61.212550530190036,-60.480668046439895,-0.731882483750141,901.4084507042253,925.7232212666146,0.0013427734375,1.0351290625806209e-13,0.010671759844056375,0.005111305931746256,0.16095438599586487,28.000000000005798,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,f4e25b65b86544658696408456f7f838
o0_4_boundary_features_v1,phase10b_training_labels_v1,s01,s0101b,s01_s0101b_raw_nemo_buffer_000015,s01_s0101b_raw_nemo_buffer_000015-vad_percentile_rms-0000-0000-94264,s0101b:s01_s0101b_raw_nemo_buffer_000015-vad_percentile_rms-0000-0000-94264,94.264,1.600582,vad_percentile_rms,source_s0101b,94.212,94.284,-60.0392235931263,8.26086956521739,20.902202721690898,48.00000000000182,-61.9772987185588,-53.45949123399454,-8.517807484564258,701.0954616588419,975.7623143080532,0.00262451171875,1.459486294668683e-11,0.01046778001195684,0.0037787212306005544,0.0940807219594717,63.99999999999295,1,1,,bad,bad,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,f4e25b65b86544658696408456f7f838
o0_4_boundary_features_v1,phase10b_training_labels_v1,s01,s0101b,s01_s0101b_raw_nemo_buffer_000015,s01_s0101b_raw_nemo_buffer_000015-vad_percentile_rms-0000-0001-97884,s0101b:s01_s0101b_raw_nemo_buffer_000015-vad_percentile_rms-0000-0001-97884,97.884,1.5785,vad_percentile_rms,source_s0101b,97.82,97.916,-61.0124676757589,5.0,11.387881123340264,199.00000000001228,-61.405871210675585,-61.08815490846276,-0.31771630221282265,951.4866979655712,817.5182481751825,0.00140380859375,2.0294831711292745e-14,0.00998314007157295,0.004759395533351306,0.07149102825384873,60.000000000002274,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,f4e25b65b86544658696408456f7f838
